,company,title,areas,value,value_trans,z_by_company
517876,TISCO Financial Group Public Company Limited,Governance mechanism of state enterprises in Thailand: the roles of the board of directors and the firm’s performance,"['Sociology and Political Science', 'Public Administration']",0.3334401249885559,2.539014769840737,3.022200117023032
520337,TISCO Financial Group Public Company Limited,"Service quality, satisfaction, trust, and loyalty: the moderating role of main-bank and wealth status",['Marketing'],0.3450734615325928,2.6070772174957697,3.1000059043595725
521013,TISCO Financial Group Public Company Limited,Framework for communication model encouraging innovation in thai small and medium family businesses,"['Business, Management and Accounting (all)', 'Economics, Econometrics and Finance (all)']",0.33571213483810425,2.552459042851559,3.03756897728025
521759,TISCO Financial Group Public Company Limited,Diversification and performance of Sri Lankan banks,"['Management Information Systems', 'Finance', 'Economics and Econometrics']",0.39374202489852905,2.872124027601392,3.4029949453330586
522180,TISCO Financial Group Public Company Limited,Mobile learning application design to promote youth financial management competency in Thailand,"['Computer Science Applications', 'Computer Networks and Communications']",0.3476124405860901,2.6216786483929466,3.116697573059955
523236,TISCO Financial Group Public Company Limited,DETERMINANTS OF THE MARKET VALUE OF LISTED FIRMS IN THE SERVICES SECTOR: A CASE OF THAILAND,"['Economics, Econometrics and Finance (miscellaneous)']",0.37460100650787354,2.7715155893188164,3.287984113031662
523952,TISCO Financial Group Public Company Limited,Key success factors and framework of fundraising for early-stage startups in Thailand,"['Business and International Management', 'Strategy and Management']",0.3965022563934326,2.886263875516418,3.4191589540890113
525639,TISCO Financial Group Public Company Limited,The Moderating Effects of Board Independence and the Separation of Chairman–Chief Executive Officer Duality Roles on a Firm’s Value: Evidence from the Thai Listed Firms,['Business and International Management'],0.33754587173461914,2.563255823279054,3.049911348599582
527884,Home Product Center Public Company Limited,Customers’ satisfaction toward drugstore facilities and services based on the good pharmacy practice standard in Thailand,"['Pharmacy', 'Pharmaceutical Science']",0.34571391344070435,2.610768842539398,3.037244866103646
529129,Home Product Center Public Company Limited,Servitization framework for product transition in chemical distribution,"['Business, Management and Accounting (miscellaneous)', 'Artificial Intelligence', 'Computer Science Applications', 'Industrial and Manufacturing Engineering', 'Social Sciences (miscellaneous)', 'Signal Processing', 'Information Systems and Management', 'Management Science and Operations Research']",0.370265930891037,2.7480926155969945,3.1939559139850537
529540,Home Product Center Public Company Limited,"Strategies for the renovation of old shophouses, built during the 1960s and 1970s in Bangkok (Thailand), for mass adoption and application","['Civil and Structural Engineering', 'Architecture', 'Cultural Studies', 'Building and Construction', 'Arts and Humanities (miscellaneous)']",0.4373178482055664,3.085174343754615,3.578626606211817
530514,Home Product Center Public Company Limited,The study of the local community products (OTOP) website characteristics toward buyer decision using eye tracking,"['Computer Networks and Communications', 'Computer Science Applications', 'Hardware and Architecture', 'Safety, Risk, Reliability and Quality']",0.3672729730606079,2.7317802048392785,3.1753405284156413
536222,Home Product Center Public Company Limited,Assessment potential of community enterprises to enhance their sustainable competitive advantage in Thailand,"['Business, Management and Accounting (all)']",0.3449461758136749,2.606342849928884,3.032194014932974
536848,Home Product Center Public Company Limited,Business model and market designs for solar prosumer on peer to peer energy trading in Thailand,"['Environmental Science (all)', 'Earth and Planetary Sciences (all)']",0.3439429998397827,2.600547170075336,3.0255801050263935
537372,Home Product Center Public Company Limited,Motivation and Quality of Work Life of In-Home Paid Caregivers of Older Adults,"['Gerontology', 'Geriatrics and Gerontology']",0.3429921865463257,2.5950410125576946,3.01929659201785
539654,Home Product Center Public Company Limited,An early experience of Check List to Improve Patient Self-care and Product Defect Report in Continuous Ambulatory Peritoneal Dialysis (CLIP-SP) study,"['Medicine (miscellaneous)', 'Bioengineering', 'Biomaterials', 'Biomedical Engineering']",0.3649316430091858,2.718938197183841,3.160685495046142
540556,Home Product Center Public Company Limited,Housing conditions and improvement guidelines for the elderly living in urban areas: Case studies of four Bangkok's districts,"['Conservation', 'Urban Studies', 'Nature and Landscape Conservation', 'Management, Monitoring, Policy and Law']",0.36103951930999756,2.6974310738440797,3.1361420109832983
540702,Home Product Center Public Company Limited,Measuring Smiling Curves in Community Enterprises: Evidence from the One Tambon One Product Entrepreneurship Programme in Border Thailand,['Business and International Management'],0.3681837320327759,2.7367563607017886,3.181019214503797
540715,Home Product Center Public Company Limited,Determination of Factors in Cultural Dimensions and SERVQUAL Model Affecting the Corporate Image of Pharmacy Retail Stores,"['Management Information Systems', 'Finance', 'Economics and Econometrics']",0.3735807538032532,2.7660246439068485,3.214419573586787
541178,Home Product Center Public Company Limited,Storage Allocation for Stocked and Buffer Baskets,"['Materials Science (all)', 'Engineering (all)']",0.396854430437088,2.8880614295701488,3.353685427819858
541740,Home Product Center Public Company Limited,Influence of designs following green assessment criteria on decision to buy houses in housing projects: THailand's ecovillage,"['Education', 'Business, Management and Accounting (all)', 'Social Sciences (miscellaneous)', 'Economics, Econometrics and Finance (all)', 'Literature and Literary Theory']",0.40048304200172424,2.9064970009529283,3.3747237203555294
541776,Home Product Center Public Company Limited,The determinants of the medical tourism supply chain of Thailand,"['Management Information Systems', 'Information Systems', 'Information Systems and Management']",0.35528257489204407,2.665250373324758,3.099418061534098
541810,Home Product Center Public Company Limited,"The mediating role of pharmacy engagement on the relationship of perceived service quality, customer perception, price strategy with pharmacy customer devotion",['Pharmaceutical Science'],0.36359256505966187,2.711561221345447,3.1522670428867645
541972,Home Product Center Public Company Limited,Influence of Building Characteristics and Building Lifespan on Condominium Operating Expenses,"['Conservation', 'Urban Studies', 'Nature and Landscape Conservation', 'Management, Monitoring, Policy and Law']",0.39487820863723755,2.8779553736573655,3.3421526059582263
542386,Home Product Center Public Company Limited,MEASURING INFLUENCES OF RESIDENCE DECISION TO BUY FACTORS BY MODIFIED ANALYTIC HIERARCHY PROCESS,"['Education', 'Business, Management and Accounting (all)', 'Social Sciences (miscellaneous)', 'Economics, Econometrics and Finance (all)', 'Literature and Literary Theory']",0.3628588616847992,2.707509257376377,3.147643025461141
542547,Home Product Center Public Company Limited,Optimal storage locations for warehouse efficiency improvement in a haircare manufacturer,['Engineering (all)'],0.40943360328674316,2.951313874591061,3.425867809060802
543274,Home Product Center Public Company Limited,"The supply chain integration, and product modularity as antecedents of the market valuation of firms in Thai solar industry","['Management Information Systems', 'Information Systems', 'Information Systems and Management']",0.3413075804710388,2.5852542920184693,3.008128189075839
543772,Home Product Center Public Company Limited,Social network analysis and network centrality in community enterprises: evidence from One Tambon One Product entrepreneurship program in border Thailand,"['Business and International Management', 'Economics, Econometrics and Finance (miscellaneous)', 'Strategy and Management']",0.3617442846298218,2.701340289939005,3.1406031274891317
544125,Home Product Center Public Company Limited,Identification and validation of decision factors for selecting smart food packaging technology: A case of thailand’s food industry,['Psychology (all)'],0.34640300273895264,2.6147344460032653,3.0417703307079726
544416,Home Product Center Public Company Limited,Design support matrix,"['Architecture', 'Visual Arts and Performing Arts', 'Urban Studies']",0.3819383680820465,2.810617683447102,3.265308227451833
544446,Home Product Center Public Company Limited,FACTORS AFFECTING PRICE OFFERS FOR NEW SINGLE HOUSES IN THAILAND'S EASTERN ECONOMIC CORRIDOR AREA,"['Management Information Systems', 'Business and International Management', 'Computer Science Applications', 'Management of Technology and Innovation']",0.3563529849052429,2.6712674670270613,3.1062846443426917
544529,Home Product Center Public Company Limited,The Impact of Wisdom and Pharmaceutical Care on the Corporate Identity of Thai Pharmacy Retail Stores,"['Management Information Systems', 'Finance', 'Economics and Econometrics']",0.39292189478874207,2.8679051830428457,3.3306835364188343
545555,Home Product Center Public Company Limited,NEW PRODUCT DEVELOPMENT CO CREATION PROCESS: A THAI CASE OF MICRO COMMUNITY ENTERPRISES OF NON-FOOD HERBAL PRODUCTS AND R&D GOVERNMENT ORGANIZATIONS,"['Business and International Management', 'Economics and Econometrics', 'Strategy and Management']",0.36535462737083435,2.7212635310638484,3.1633391179469434
545951,Home Product Center Public Company Limited,Factors affecting consumers' intention to purchase smart condominiums in the Bangkok metropolitan area,"['Business, Management and Accounting (all)']",0.36648672819137573,2.727475689354819,3.1704283044272397
547435,Bangkok Expressway and Metro Public Company Limited,Analyzing problems affecting the performances of public-private partnership transportation projects - Case studies in Vietnam,['Multidisciplinary'],0.5110560059547424,3.401405590843596,3.3742915658732153
547803,Bangkok Expressway and Metro Public Company Limited,User characteristics and effectiveness of a park and ride facility in Bangkok,['Engineering (all)'],0.44711774587631226,3.130242274529989,3.116401144894437
548123,Bangkok Expressway and Metro Public Company Limited,Real-world sensor dataset for city inbound-outbound critical intersection analysis,"['Statistics and Probability', 'Information Systems', 'Education', 'Computer Science Applications', 'Statistics, Probability and Uncertainty', 'Library and Information Sciences']",0.48754844069480896,3.306101771308447,3.2836526753516813
548713,Bangkok Expressway and Metro Public Company Limited,Topological evolution of public transportation network: A case study of Bangkok rail transit network,"['Organizational Behavior and Human Resource Management', 'Strategy and Management', 'Computer Networks and Communications', 'Information Systems and Management', 'Management Science and Operations Research', 'Industrial and Manufacturing Engineering', 'Control and Optimization']",0.48785364627838135,3.307370586496135,3.284859384604782
549720,Bangkok Expressway and Metro Public Company Limited,Measuring transit accessibility benefits and their implications on land value capture: a case study of the Bangkok Metropolitan Region,"['Environmental Science (all)', 'Social Sciences (all)']",0.4352148175239563,3.075372276970681,3.0642169226255622
550236,Bangkok Expressway and Metro Public Company Limited,"Perceived service quality and commuter segmentation of informal public transport service in Bangkok, Thailand",['Engineering (all)'],0.48795151710510254,3.307777280652073,3.285246171905182
550477,Bangkok Expressway and Metro Public Company Limited,Assessing Minimum Parking Requirements and Parking Capacities of Residential Development in the Bangkok Metropolitan Region,"['Civil and Structural Engineering', 'Mechanical Engineering']",0.4810056984424591,3.2786971998124943,3.2575895021470114
550625,Bangkok Expressway and Metro Public Company Limited,Identifying factors affecting the success of rail infrastructure development projects contributing to a logistics platform: A Thailand case study,['Social Sciences (all)'],0.535681962966919,3.4962084324921094,3.464454000361382
551147,Bangkok Expressway and Metro Public Company Limited,Investigation of infrastructure maintenance cost of intercity railway in Thailand,"['Materials Science (all)', 'Engineering (all)']",0.5613976716995239,3.590072127776889,3.553723257798919
551746,Bangkok Expressway and Metro Public Company Limited,Key factors of low carbon development strategy for sustainable transport,"['Environmental Science (all)', 'Earth and Planetary Sciences (all)']",0.48923712968826294,3.313111475567331,3.2903192687789784
552358,Bangkok Expressway and Metro Public Company Limited,Optimization of Thai-Lao cross border transportation via R9 route for Thai shippers,"['Management Information Systems', 'Business and International Management', 'Strategy and Management', 'Statistics, Probability and Uncertainty', 'Management Science and Operations Research']",0.43289315700531006,3.0644968369056187,3.05387381333321
554631,Bangkok Expressway and Metro Public Company Limited,Numerical modelling of railway embankments for high-speed train constructed on soft soil,['Geotechnical Engineering and Engineering Geology'],0.4368012547492981,3.0827708605576443,3.0712533605251564
556053,Bangkok Expressway and Metro Public Company Limited,Comparing Life Cycle Cost of Public and PPP Transportation Infrastructure in Thailand: An Empirical Evidence,"['Civil and Structural Engineering', 'Building and Construction']",0.4562004804611206,3.171135416822286,3.155292650664004
556700,Bangkok Expressway and Metro Public Company Limited,"Impact of COVID-19 Measures on Mobility in Bangkok, Thailand","['Safety, Risk, Reliability and Quality', 'Engineering (miscellaneous)']",0.4569002389907837,3.174251608859279,3.1582563114098456
556887,Bangkok Expressway and Metro Public Company Limited,Motorcycle taxis' varying degrees of complementarity and substitution with public transit in Bangkok,"['Geography, Planning and Development', 'Transportation', 'Environmental Science (all)']",0.44732972979545593,3.131206206615362,3.1173178944558133
558266,Bangkok Expressway and Metro Public Company Limited,Thailand's EV Taxi Situation and Charging Station Locations,"['Software', 'Human-Computer Interaction', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications']",0.4493723511695862,3.140470937175683,3.12612913521263
559172,Bangkok Expressway and Metro Public Company Limited,Structural behavior of full-scale precast posttensioned girder with substandard transverse reinforcement–experimental and analytical study,"['Civil and Structural Engineering', 'Building and Construction', 'Materials Science (all)', 'Mechanics of Materials']",0.43588051199913025,3.078480076510825,3.067172601670284
559285,Bangkok Expressway and Metro Public Company Limited,Paratransit as a connective mode for mass transit systems in Asian developing cities: Case of Bangkok in the era of ride-hailing services,"['Geography, Planning and Development', 'Transportation']",0.48476725816726685,3.2945006166289805,3.2726193737060143
560034,Bangkok Expressway and Metro Public Company Limited,Modelling an Extension Decision of BOT Transportation Infrastructure: A Risk-Adjusted Approach,"['Civil and Structural Engineering', 'Building and Construction']",0.4814853370189667,3.280719559709382,3.259512871621427
560460,Bangkok Expressway and Metro Public Company Limited,"Smart City Thailand: Visioning and Design to Enhance Sustainability, Resiliency, and Community Wellbeing","['Urban Studies', 'Geography, Planning and Development', 'Environmental Science (miscellaneous)', 'Pollution', 'Waste Management and Disposal']",0.4261782765388489,3.0327174386804505,3.0236499523104214
560685,Bangkok Expressway and Metro Public Company Limited,"Bangkok, Thailand",['Social Sciences (all)'],0.5398390889167786,3.5117282037663733,3.4792141102531837
561313,Bangkok Expressway and Metro Public Company Limited,Comparative study of travel behavior between Thai and Japanese informal transport users: A case study of silor services in the Sukhumvit area,"['Engineering (all)', 'Computer Science Applications']",0.4907792806625366,3.3194903737337116,3.2963859327948666
561613,Bangkok Expressway and Metro Public Company Limited,"Spatial and temporal variations of pm2.5 in the Vicinity of Expressways in Bangkok, Thailand","['Environmental Engineering', 'Information Systems']",0.4451088011264801,3.121084382912429,3.1076915135304395
561632,Bangkok Expressway and Metro Public Company Limited,The transit-oriented development (tod) index and its application to metro stations in bangkok,"['Management Information Systems', 'Transportation', 'Economics and Econometrics', 'Management Science and Operations Research', 'Marketing']",0.5758311152458191,3.6405894333376185,3.6017678435300615
563061,Bangkok Expressway and Metro Public Company Limited,Inspection and understanding of sewer network condition in Dindaeng district (Thailand),['Environmental Science (all)'],0.4505263864994049,3.145686567787036,3.1310894712651516
563138,Bangkok Expressway and Metro Public Company Limited,"Operational models, drivers’ compensation, and bus service quality in Bangkok",['Engineering (all)'],0.47325876355171204,3.245735750016886,3.226241448584968
563784,Bangkok Expressway and Metro Public Company Limited,How Vehicle Types and Operator's Legal Status Affect Safety of Interprovincial Buses in Thailand,['Engineering (all)'],0.44733110070228577,3.131212438901863,3.117323821684508
564165,Bangkok Expressway and Metro Public Company Limited,Determinants of Ride-Hailing Applications Adoption: How Travelers’ Characteristics and Attitudes Affect the Adoption of New Online Mobility Platforms in Bangkok?,['Civil and Structural Engineering'],0.4552075266838074,3.166705194187406,3.1510792784576487
565482,Bangkok Expressway and Metro Public Company Limited,Airport Business Model Innovations for Local and Regional Airports: A Case of Cultural Entrepreneurship in Thailand,"['Economics, Econometrics and Finance (all)', 'Business, Management and Accounting (all)']",0.4362331032752991,3.080124255239857,3.068736301179343
565507,Bangkok Expressway and Metro Public Company Limited,Examining the Root Causes of On-Street Parking Mismanagement in Central Bangkok,"['Conservation', 'Urban Studies', 'Nature and Landscape Conservation', 'Management, Monitoring, Policy and Law']",0.4771655797958374,3.2624285916061537,3.2421172093748587
606085,Muangthai Capital Public Company Limited,Analyzing problems affecting the performances of public-private partnership transportation projects - Case studies in Vietnam,['Multidisciplinary'],0.34284859895706177,2.59420839566615,3.024672243105089
607776,Muangthai Capital Public Company Limited,"Mapping the Thai Entrepreneurial Ecosystem: Constraints, Trends, Entrepreneurial Intention and Initiative",['Physics and Astronomy (all)'],0.3508610129356384,2.6402309895587894,3.0776923479844425
611895,Muangthai Capital Public Company Limited,Dependence of Informal Interest Rates and Level of Lenders’ Influence in the Informal Loan Market in Thailand,"['Economics and Econometrics', 'Economics, Econometrics and Finance (all)']",0.3438592255115509,2.6000625417437324,3.031416483547871
613388,Muangthai Capital Public Company Limited,Organization Capital and Expected Returns in Service and Non-Service Firms: Evidence from Thailand,"['Finance', 'Economics and Econometrics']",0.3859509825706482,2.83171768313592,3.2982936595955175
619509,Muangthai Capital Public Company Limited,Diversification and performance of Sri Lankan banks,"['Management Information Systems', 'Finance', 'Economics and Econometrics']",0.3396083116531372,2.5753418314659786,3.0029371098151305
621601,Muangthai Capital Public Company Limited,University business incubators best practice: Factors affecting Thailand UBI performance,"['Business and International Management', 'Economics and Econometrics', 'Strategy and Management']",0.3393935561180115,2.5740861731267852,3.0014905347482848
621702,Muangthai Capital Public Company Limited,Key success factors and framework of fundraising for early-stage startups in Thailand,"['Business and International Management', 'Strategy and Management']",0.3908674418926239,2.857301316491792,3.3277671596526317
622461,Muangthai Capital Public Company Limited,The effect of income components and tax on inequality in Thailand under comprehensive income,"['Business and International Management', 'Economics, Econometrics and Finance (all)']",0.36385372281074524,2.7130017866272844,3.1615275899033652
629869,SCG Packaging Public Company Limited,Active and intelligent packaging: The indication of quality and safety,"['Food Science', 'Industrial and Manufacturing Engineering']",0.47897854447364807,3.270126299414283,3.356550616714669
629892,SCG Packaging Public Company Limited,Effect of packaging systems on dried shrimp quality and storage stability as visualized using pattern recognition,['Agricultural and Biological Sciences (all)'],0.43964213132858276,3.0959535628779773,3.176530434738125
629987,SCG Packaging Public Company Limited,Green-synthesized silver nanoparticle coating on paper for antibacterial and antiviral applications,"['Chemistry (all)', 'Condensed Matter Physics', 'Polymers and Plastics', 'Materials Chemistry']",0.4094221889972687,2.951257309746673,3.026976340693149
631476,SCG Packaging Public Company Limited,The Creation of Single-Use Packaging from Leaves to Reduce Plastic Waste in Thailand,"['Visual Arts and Performing Arts', 'History', 'Urban Studies', 'Music']",0.5055452585220337,3.3794972947179667,3.4695934893770093
632297,SCG Packaging Public Company Limited,Analysis of the Relation between Green Logistics Management Practices and Export Intensity for Thai Food and Drinks SMEs,"['Management Information Systems', 'Marketing', 'Economics and Econometrics', 'Transportation', 'Management Science and Operations Research']",0.41114625334739685,2.959784269310489,3.035789573136476
632605,SCG Packaging Public Company Limited,Multi-stakeholder perspectives on sustainability transitions in the cosmetic industry,"['Environmental Engineering', 'Environmental Chemistry', 'Renewable Energy, Sustainability and the Environment', 'Industrial and Manufacturing Engineering']",0.4213569462299347,3.009597925235871,3.0872756069609197
635586,SCG Packaging Public Company Limited,Application of Vendor Managed Inventory in a Deodorant Manufacturing Company,"['Software', 'Human-Computer Interaction', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications']",0.43088918924331665,3.0550634168158615,3.134267496912519
636794,SCG Packaging Public Company Limited,Environmentally friendly for elderly persons through packaging design,"['Software', 'Human-Computer Interaction', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications']",0.42384102940559387,3.0215415158056644,3.099620175867543
638182,SCG Packaging Public Company Limited,3Rs Policy and plastic waste management in Thailand,"['Waste Management and Disposal', 'Mechanics of Materials']",0.4413078725337982,3.1036439671475544,3.184479026484537
639846,SCG Packaging Public Company Limited,"E-waste dismantling community toward circular economy with ineffective hazardous waste management: a case study in buriram province, thailand","['Environmental Engineering', 'Information Systems']",0.41176801919937134,2.9628511281742886,3.0389593946696096
640204,SCG Packaging Public Company Limited,Ensuring green environment through sustainable development goals in Thailand: Mediating role of supply chain integration,"['Management Information Systems', 'Information Systems', 'Information Systems and Management']",0.4163787066936493,2.985456998743416,3.06232420488343
641875,SCG Packaging Public Company Limited,Identification and validation of decision factors for selecting smart food packaging technology: A case of thailand’s food industry,['Psychology (all)'],0.567834734916687,3.6127887375356798,3.710717151006228
643508,SCG Packaging Public Company Limited,Unveiling the Power of ESG: How it Shapes Brand Image and Fuels Purchase Intentions-An Empirical Exploration,"['Computer Science (miscellaneous)', 'Engineering (miscellaneous)']",0.4245860278606415,3.0251103169985454,3.103308791278639
646494,Asset World Corp Public Company Limited,CROSS-CULTURAL COMPETENCE - A CRUCIAL FACTOR THAT AFFECTS CHINESE CORPORATIONS’ BUSINESS PERFORMANCE IN THE EASTERN SPECIAL DEVELOPMENT ZONE OF THAILAND,"['Education', 'Business, Management and Accounting (all)', 'Social Sciences (miscellaneous)', 'Economics, Econometrics and Finance (all)', 'Literature and Literary Theory']",0.32331013679504395,2.478155909135759,3.1306208929863675
647319,Asset World Corp Public Company Limited,Digesting anomalies: A q-factor approach for the Thai market,"['Finance', 'Economics and Econometrics']",0.30384576320648193,2.356870760632423,3.00466991256259
648480,Asset World Corp Public Company Limited,Conceptualizing brand orientation in non-profit contexts: A new perspective,['Social Sciences (all)'],0.31710779666900635,2.440139970144771,3.0911424832492207
649490,Asset World Corp Public Company Limited,Co-creating a sustainable regional brand from multiple sub-brands: The andaman tourism cluster of Thailand,"['Computer Science (miscellaneous)', 'Geography, Planning and Development', 'Renewable Energy, Sustainability and the Environment', 'Building and Construction', 'Environmental Science (miscellaneous)', 'Energy Engineering and Power Technology', 'Hardware and Architecture', 'Computer Networks and Communications', 'Management, Monitoring, Policy and Law']",0.3145994544029236,2.4245997662057506,3.075004448656706
650628,Asset World Corp Public Company Limited,Applying the historic urban landscape approach to the identification of urban heritage attributes of Bangkok's old town,"['Conservation', 'Urban Studies', 'Nature and Landscape Conservation', 'Management, Monitoring, Policy and Law']",0.3077598512172699,2.3817321289987388,3.0304876961828824
651741,Asset World Corp Public Company Limited,"Leadership, trust, proximity to government, and community-based enterprise development in rural Thailand","['Geography, Planning and Development']",0.31949201226234436,2.4548222532660957,3.1063895928649488
652488,Asset World Corp Public Company Limited,Organization Capital and Expected Returns in Service and Non-Service Firms: Evidence from Thailand,"['Finance', 'Economics and Econometrics']",0.3380948603153229,2.566478839893643,3.2223416012522343
652988,Asset World Corp Public Company Limited,Critical Components of Airport Business Model Framework: Evidence from Thailand,"['Computer Science (miscellaneous)', 'Geography, Planning and Development', 'Renewable Energy, Sustainability and the Environment', 'Environmental Science (miscellaneous)', 'Energy Engineering and Power Technology', 'Hardware and Architecture', 'Computer Networks and Communications', 'Management, Monitoring, Policy and Law']",0.33380675315856934,2.5411892739863617,3.196079147358911
656337,Asset World Corp Public Company Limited,Family ownership and earnings quality of Thai firms,"['Accounting', 'Finance']",0.30991026759147644,2.395288436415056,3.0445655138801118
657958,Asset World Corp Public Company Limited,Cash flow uncertainty and IPO underpricing: evidence from income guarantee in Thai REITs,"['Business, Management and Accounting (all)', 'Finance', 'Economics, Econometrics and Finance (all)']",0.30412235856056213,2.3586355972104744,3.006502642291138
658015,Asset World Corp Public Company Limited,Determination of Factors in Cultural Dimensions and SERVQUAL Model Affecting the Corporate Image of Pharmacy Retail Stores,"['Management Information Systems', 'Finance', 'Economics and Econometrics']",0.33686524629592896,2.5592540150413603,3.2148388378490957
659076,Asset World Corp Public Company Limited,The determinants of the medical tourism supply chain of Thailand,"['Management Information Systems', 'Information Systems', 'Information Systems and Management']",0.31901225447654724,2.4518747784858426,3.1033287289180573
659272,Asset World Corp Public Company Limited,Influence of Building Characteristics and Building Lifespan on Condominium Operating Expenses,"['Conservation', 'Urban Studies', 'Nature and Landscape Conservation', 'Management, Monitoring, Policy and Law']",0.3877209722995758,2.8409620709873233,3.5073841847238967
660086,Asset World Corp Public Company Limited,DETERMINANTS OF THE MARKET VALUE OF LISTED FIRMS IN THE SERVICES SECTOR: A CASE OF THAILAND,"['Economics, Econometrics and Finance (miscellaneous)']",0.3097193241119385,2.3940876471916264,3.0433185303719115
661058,Asset World Corp Public Company Limited,Determinants of goodwill and its impact on post-merger and acquisition performance in Thailand: a firm-level analysis,"['Accounting', 'Finance', 'Economics and Econometrics']",0.309790700674057,2.3945365806762915,3.043784734299073
661746,Asset World Corp Public Company Limited,FACTORS AFFECTING PRICE OFFERS FOR NEW SINGLE HOUSES IN THAILAND'S EASTERN ECONOMIC CORRIDOR AREA,"['Management Information Systems', 'Business and International Management', 'Computer Science Applications', 'Management of Technology and Innovation']",0.31676730513572693,2.438036128418791,3.0889577068663447
661829,Asset World Corp Public Company Limited,The Impact of Wisdom and Pharmaceutical Care on the Corporate Identity of Thai Pharmacy Retail Stores,"['Management Information Systems', 'Finance', 'Economics and Econometrics']",0.35372239351272583,2.656452414844616,3.315776453887926
663056,Asset World Corp Public Company Limited,Charitable Trusts of Cemeteries and Places of Worship in Thailand: A Historical Anomaly,"['History', 'Law']",0.3061494529247284,2.3715325722615868,3.019895763149162
663232,Asset World Corp Public Company Limited,Airport Business Model Innovations for Local and Regional Airports: A Case of Cultural Entrepreneurship in Thailand,"['Economics, Econometrics and Finance (all)', 'Business, Management and Accounting (all)']",0.38156285881996155,2.8086328997208017,3.4738113123025496
663253,Asset World Corp Public Company Limited,The Development of Modern Landscape Architecture in Thailand,"['Conservation', 'Urban Studies', 'Nature and Landscape Conservation', 'Management, Monitoring, Policy and Law']",0.35599756240844727,2.669271243151501,3.3290884217014614
665280,Ratch Group Public Company Limited,Standardized the natural gas data for Thailand's sustainable goal,['Energy (all)'],0.41457778215408325,2.9766556925458034,3.2115903642885812
667567,Ratch Group Public Company Limited,Challenge of Renewable Energy Transition towards Krabi's Sustainable Energy City,"['Environmental Science (all)', 'Earth and Planetary Sciences (all)']",0.3928793966770172,2.8676863477635797,3.0951900095586433
667715,Ratch Group Public Company Limited,Analyzing impact of changing fuel-mix composition of Thailand power generation,"['Environmental Science (all)', 'Energy (all)', 'Earth and Planetary Sciences (all)']",0.4400952458381653,3.0980483677066837,3.3412612407959315
671392,Ratch Group Public Company Limited,An Overview of Coal Energy Sources and Supply in Thailand,['Energy (all)'],0.4507899284362793,3.1468757473957045,3.3934183344050926
672304,Ratch Group Public Company Limited,Plausible Scenarios for Thai Sustainable Energy in 2050: Cloud and Clear,"['Energy (all)', 'Economics, Econometrics and Finance (all)']",0.4196128249168396,3.0011714814927584,3.23777797269912
673698,Ratch Group Public Company Limited,Business model and market designs for solar prosumer on peer to peer energy trading in Thailand,"['Environmental Science (all)', 'Earth and Planetary Sciences (all)']",0.4068179726600647,2.938312787560777,3.1706327192687547
673703,Ratch Group Public Company Limited,Crucial factors in shaping strategies for Thai energy business in the dynamic era,"['Environmental Science (all)', 'Earth and Planetary Sciences (all)']",0.4845132827758789,3.293437686716482,3.549974857351435
674517,Ratch Group Public Company Limited,Cross-border power trade with Myanmar: Barriers and their removal from the Thai's perspective,"['Sociology and Political Science', 'Public Administration', 'Political Science and International Relations']",0.42664122581481934,3.0349240473841577,3.2738322469599797
676819,Ratch Group Public Company Limited,Plausible Scenarios for Thai Energy Businesses in the Next 30 Years,"['Renewable Energy, Sustainability and the Environment', 'Fuel Technology', 'Energy Engineering and Power Technology', 'Economics and Econometrics']",0.49144408106803894,3.3222336203204934,3.5807344888146266
677175,Ratch Group Public Company Limited,Feasibility Study of Fuel Oil and Coal Replacement with Natural Gas in Thailand Context,"['Energy (all)', 'Economics, Econometrics and Finance (all)']",0.38233086466789246,2.812690382223217,3.03644367213313
681684,Ratch Group Public Company Limited,Thailand integrated energy blueprint (TIEB): One step towards sustainable energy sector,['Energy (all)'],0.40941670536994934,2.9512301344616714,3.184430946324618
682813,Ratch Group Public Company Limited,An Analysis of Potentials and Economic Benefits of Distributed Generations as Reactive Power Providers in Thailand,"['Computer Networks and Communications', 'Artificial Intelligence', 'Computer Science Applications', 'Hardware and Architecture', 'Information Systems', 'Signal Processing', 'Electrical and Electronic Engineering']",0.421730637550354,3.0113989862736577,3.2487029276658403
700525,Berli Jucker Public Company Limited,Identification and validation of decision factors for selecting smart food packaging technology: A case of thailand’s food industry,['Psychology (all)'],0.39888206124305725,2.8983821958281006,3.0095478884385067
703835,Thanachart Capital Public Company Limited,Analyzing problems affecting the performances of public-private partnership transportation projects - Case studies in Vietnam,['Multidisciplinary'],0.4047825038433075,2.9281409245088863,3.0238010692862476
711138,Thanachart Capital Public Company Limited,Organization Capital and Expected Returns in Service and Non-Service Firms: Evidence from Thailand,"['Finance', 'Economics and Econometrics']",0.5036908984184265,3.372066422886491,3.5063490892128915
712446,Thanachart Capital Public Company Limited,Examining internal capability determinants on firms' financial performance before and after going public: a case of listed firms in Thailand,"['Business, Management and Accounting (all)']",0.4473007023334503,3.1310742402186564,3.244390042054833
